P_MASS,P_RADIUS,P_TEMP_EQUIL,P_PERIOD,P_SEMI_MAJOR_AXIS,S_TEMPERATURE,S_MASS,S_RADIUS,P_FLUX,P_GRAVITY,P_ESI
165.2716,14.796,1301.0131,4.41195,0.0571,6230.0,1.11,1.23,680.34279,0.75493504,0.06273261
85.8141,13.675,1402.831,5.322023,0.0607,6030.0,1.06,1.53,919.65009,0.45888513,0.066816891
2.83,1.49,806.95262,4.8494,0.052,4850.0,0.78,0.73,100.69162,1.2747174,0.29297194
222.481,14.415,1380.8499,4.1876244,0.05511,6450.0,1.27,1.32,902.44665,1.0706897,0.063804699
367.72747,19.649,2290.59,1.274925,0.02596,6776.0,1.36,1.46,6537.1827,0.95245654,0.047357482
435.409,13.6,343.63,120.8,0.4756,5399.0,0.98,1.02,3.3701276,2.3540712,0.27925962
38.1396,6.311,988.84609,3.185315,0.04012,4985.0,0.85,0.82,232.08452,0.95759038,0.13091228
731.00534,21.017,2996.5546,1.902603,0.0389,7300.0,1.79,1.95,19147.96,1.654928,0.044394179
39.85588,8.097,675.89432,7.3279474,0.066517,4656.1,0.73,0.72,49.564576,0.60791677,0.12504644
607.0553,13.159,1563.8429,1.4303676,0.02335,5600.0,0.83,0.86,1420.7948,3.5057624,0.06870114
775.5052,16.141,1196.5709,2.2359835,0.0323,5260.0,0.9,0.87,487.61287,2.976623,0.058701508
22.2481,7.062,945.77882,4.23452,0.0479,5079.0,1.12,0.87,192.07844,0.44610542,0.12114339
378.2177,22.978,1772.1353,2.69405,0.04258,6390.0,2.56,2.05,2342.0097,0.71633703,0.041242714
660.0,13.4,127.87178,2200.0,3.2,5348.0,0.81,0.94,0.063489228,3.6756516,0.12908892
286.68266,19.044,1668.2406,2.9895932,0.04317,6206.0,1.2,1.6,1839.2294,0.79046943,0.049152311
15.2,1.95,1375.5796,1.4468849,0.02359,5238.0,0.85,0.77,850.24506,3.9973702,0.25871317
151.916,17.363,1432.0341,3.4059096,0.04659,6302.0,1.16,1.25,998.65293,0.50391117,0.053946189
5.3,2.02,378.92762,15.6653,0.1,3709.0,0.54,0.54,4.9017111,1.2988923,0.47504892
0.4,0.85,560.38918,2.2531136,0.02191,3415.0,0.27,0.3,23.606482,0.55363322,0.34784141
8.44,2.838,932.85454,17.833648,0.1226,6273.0,1.21,1.35,183.8176,1.0478947,0.22288522
11.26,1.343,1036.0895,2.4675,0.03308,5033.0,0.79,0.71,274.93401,6.2428998,0.29042712
64.2,9.38,979.26258,7.63,0.078752671,5800.0,1.12,1.27,218.7827,0.72967481,0.096215899
402.05495,13.899,1238.2759,2.6556777,0.039,6112.0,1.09,0.94,558.30406,2.0812215,0.066617385
12.6,2.44,1034.0958,9.55237,0.0907,6327.0,1.09,1.3,273.32018,2.1163666,0.23819246
325.69,13.32,580.96283,8.350231,0.07191,4350.0,0.71,0.7,27.094142,1.8356758,0.10477208
540.311,15.132,1615.4252,4.11379,0.05497,6327.0,1.54,1.93,1617.1434,2.3596693,0.060599802
366.77398,15.861,1933.4831,0.78883852,0.01652,5616.0,0.97,1.01,3319.0546,1.4579324,0.057760215
410.0007,12.14,1010.6068,5.817685,0.0642,5660.0,1.04,1.24,247.70225,2.7819366,0.077304468
263.7989,18.03,1416.1403,3.619188,0.0507,6563.0,1.33,1.54,1046.3084,0.81148693,0.0520983
886.7457,11.994,1479.4641,3.656333,0.0517,6350.0,1.38,1.39,1137.6768,6.1641188,0.074703752
301.9385,19.952,1643.6267,5.031623,0.06708,6279.0,1.59,2.37,1733.0612,0.7584826,0.047137501
797.7533,14.067,1272.7926,5.857487,0.07037,6255.0,1.35,1.53,657.15382,4.0314904,0.065636383
184.3414,11.769,720.56938,10.33852,0.0882,5246.0,0.99,0.87,70.540619,1.3308949,0.090015584
222.47988,16.141,1761.1681,3.208664,0.04882,5991.0,1.51,2.17,2284.5699,0.85394493,0.056997868
5.11,2.112,883.91924,7.1079379,0.0714,5688.0,0.99,0.91,151.52557,1.1456002,0.25783122
13.2,2.82,547.16153,25.7124,0.158,5372.0,0.81,0.84,21.524949,1.6598763,0.27291757
308.2951,16.029,1178.234,5.01718,0.0562,5800.0,1.06,1.22,457.64357,1.1999241,0.059203025
207.54299,14.022,1105.2881,4.6058749,0.05475,5670.0,1.03,1.07,361.17812,1.0555727,0.067145306
460.8535,18.887,2003.996,1.6091788,0.03032,6594.0,1.44,1.44,3839.2666,1.2919239,0.049227641
5196.5205,12.173984,95.502354,2840.0,3.73,4953.0,0.84,0.8,0.04521813,35.062851,0.11856437
734.1873,16.926,1693.7284,2.79083,0.0423,6566.0,1.42,1.47,2086.3888,2.5627025,0.054644821
721.4741,12.218,1318.1334,5.00542,0.061,6065.0,1.31,1.39,752.237,4.8330413,0.073994251
343.2564,14.796,1367.5519,5.0843,0.06206,5910.0,1.49,1.79,830.57042,1.567942,0.062450515
4.74,1.602,928.23476,3.092926,0.03876,4699.0,0.81,0.78,176.29194,1.8469423,0.28198425
197.05,11.43,1090.9873,3.039577,0.04,5316.0,0.92,0.86,336.41861,1.508287,0.080144734
295.58042,13.563,949.71928,6.569188,0.068,5585.0,0.96,1.06,193.1889,1.6068086,0.071641353
378.2,12.78,1084.4164,4.1877558,0.0515,5430.0,1.04,1.13,328.38669,2.3155801,0.072993455
603.877,14.572,1354.5548,1.4013794,0.0243,5675.0,0.98,0.96,799.44291,2.8438728,0.063348155
211.99261,13.126,1089.8374,3.739494,0.04666,5570.0,0.97,0.92,335.14724,1.2304272,0.071286988
6.52,2.438,768.29407,7.4500177,0.069285835,5212.9,0.8,0.76,82.739156,1.0969332,0.24908395
263.9785,13.9,675.3722,14.6516,0.1134,5172.0,0.91,0.94,49.40534,1.3662776,0.085730217
425.8922,11.545,1062.3041,2.798581,0.037,4920.0,0.84,0.86,302.41028,3.1953013,0.079830325
17.3,5.49,912.51663,7.64159,0.0752,5345.0,0.97,1.11,164.65098,0.57398615,0.14717168
375.0394,17.598,1906.9707,2.8717518,0.0455,6670.0,1.52,1.91,3140.3439,1.2110171,0.052578597
441.7837,17.934,1875.5747,2.73477,0.04415,6768.0,1.76,1.81,2938.5872,1.3735844,0.051702258
3.06,1.56,309.66596,12.796,0.0717,3415.0,0.27,0.3,2.2107972,1.2573964,0.69173285
133.4886,16.814,1222.5483,4.153658,0.0519,6000.0,1.08,1.12,530.47544,0.47217402,0.05645609
9.9,3.29,587.8096,12.46103,0.098,4850.0,0.78,0.73,28.34966,0.9146257,0.24062601
589.55,14.594,1236.7043,3.446459,0.0444,5870.0,0.99,1.04,561.5439,2.7680374,0.063826321
282.54945,13.664,1320.9567,3.408835,0.0442,6084.0,0.99,1.08,723.02857,1.5133478,0.067179582
161.45764,17.71,1010.2217,3.071722,0.03957,5017.0,0.88,0.89,247.32493,0.51477978,0.056179588
6.15,2.355,446.91265,5.6605731,0.04526,3506.0,0.39,0.38,9.478274,1.1089023,0.3605454
772.3269,15.917,1842.6567,1.84683,0.0315,6400.0,1.62,1.44,2737.6561,3.0484476,0.057644351
32.4,7.0,789.56223,7.9222,0.074,5322.0,0.88,0.82,95.14828,0.66122449,0.12783883
2.64,1.43,298.90134,8.929,0.0476,3270.0,0.18,0.21,2.0055006,1.2910167,0.73238181
210.40346,12.924,1392.1355,3.560829,0.04708,5688.0,1.1,1.46,917.05831,1.2596764,0.070213614
785.0401,12.89,1172.4347,3.21222,0.0414,5302.0,1.13,1.11,448.83446,4.724828,0.071591881
2.61,1.423,1001.8833,3.3596055,0.040744136,5212.9,0.8,0.76,239.25983,1.2889341,0.28799658
150.96925,15.793,1413.2743,4.5421688,0.05885,5890.0,1.32,1.61,947.3426,0.60528405,0.058783721
165.2716,14.572,1197.1148,7.8457,0.07939,6102.0,1.42,1.73,506.10564,0.77832308,0.064117528
270.15415,17.15,1638.7625,3.662392,0.0519,6600.0,1.39,1.51,1712.6369,0.91850895,0.054107863
8654.15,12.442,2216.1569,1.217514,0.02466,6518.0,1.32,1.46,5728.4238,55.904147,0.071596846
190.372,17.609,1601.3668,3.54387,0.0509,6430.0,1.4,1.62,1561.5807,0.61395096,0.052887862
2302.899,9.718,885.29906,2.875317,0.0361,4595.0,0.76,0.69,145.893,24.384907,0.095961572
16.6,4.24,777.28993,6.04345,0.104,5527.0,0.92,1.03,86.682878,0.92337131,0.18231373
670.93913,15.984,1598.485,3.5484657,0.0538,6297.0,1.37,1.79,1550.3703,2.6261056,0.05772234
34.9613,7.398,993.43648,11.8143,0.1066,5576.0,1.16,1.75,240.02605,0.63879119,0.11572472
1058.3739,13.417,1365.6424,5.452654,0.06774,6442.0,1.39,1.53,961.97534,5.879336,0.067893545
108.0622,23.371,1714.8497,4.8101025,0.06505,6406.0,1.64,2.55,2053.5506,0.19784233,0.040661918
317.83,10.424,1083.6003,5.748145,0.0628,5900.0,1.0,0.9,329.67895,2.9250014,0.086640909
915.3504,21.196,3693.4836,1.4811235,0.03462,10170.0,2.52,2.36,44192.225,2.0374153,0.044014664
565.714,10.424,1329.5526,0.813475,0.0142,4400.0,0.58,0.6,742.03316,5.2062872,0.084813323
251.0857,12.442,1221.392,3.72247,0.0435,4800.0,1.42,0.89,528.4714,1.6219654,0.073441199
562.24127,15.009,1827.4571,1.5487743,0.02851,5940.0,1.29,1.43,2648.7248,2.4958542,0.060787856
451.3186,17.396,1732.4433,2.6266657,0.0404,6367.0,1.39,1.69,2139.1304,1.4913667,0.053291735
54.34893,15.132,1566.3562,4.7361,0.06229,5375.0,1.44,2.69,1429.4318,0.23735497,0.060686021
292.4036,20.737,1626.7918,3.47447,0.04995,6446.0,1.82,1.79,1663.1408,0.67997173,0.045524918
149.3801,17.598,1655.4649,5.477433,0.0694,6900.0,1.49,1.91,1783.5326,0.48235426,0.052833875
139.8452,9.528,1330.4733,2.2783152,0.0316,5200.0,0.81,0.81,744.09063,1.5404374,0.091488053
3241.8497,13.899,2290.8347,0.94145223,0.02024,6432.0,1.29,1.32,6540.1037,16.781307,0.064870665
699.226,17.822,1945.1891,2.69155,0.04378,6820.0,2.22,2.06,3399.7618,2.201429,0.051949973
340.382,15.48,1503.9342,3.547851,0.0485,6351.0,1.21,1.4,1214.8328,1.4204458,0.059595211
241.5508,10.581,746.72454,3.799847,0.04117,4390.0,0.65,0.62,74.136253,2.1575211,0.096699751
156.684,14.392,1326.9345,4.463129,0.0577,6120.0,1.28,1.4,744.66115,0.7564537,0.06414443
492.62,12.464,1438.7206,2.3114243,0.0334,5600.0,0.93,1.01,1017.4359,3.1710067,0.072354304
416.3573,17.094,1909.1731,3.0801716,0.04881,7454.0,1.64,1.65,3154.8767,1.4248816,0.053986563
1547.8321,12.442,1158.8566,4.12448,0.0494,5588.0,1.24,1.21,446.01368,9.9986981,0.073815729
31.6,6.18,808.51636,14.759287,0.12003884,5880.0,1.06,1.22,101.47438,0.82738974,0.13923447
216.1244,22.194,1676.336,2.1500082,0.03397,6001.0,1.13,1.37,1911.4775,0.43876567,0.042689553
4100.007,15.513,2482.5023,1.8882378,0.03632,7930.0,1.78,1.88,9244.0097,17.036996,0.058723425
664.237,15.334,1874.1305,1.212884,0.0232,5905.0,1.13,1.2,2954.4572,2.824959,0.059587449
371.8611,16.141,1569.2794,4.12688,0.0568,6801.0,1.43,1.56,1449.1356,1.4273151,0.057264903
75.5,3.5,487.65568,42.994,0.2336,5565.0,0.85,1.06,13.429329,6.1632653,0.27521018
1093.3352,13.787,1205.4761,6.87188,0.07522,6180.0,1.76,1.52,501.79793,5.7519325,0.067303364
270.47333,11.882,841.37615,10.180249,0.0903,5597.0,0.95,1.05,119.05554,1.9157788,0.083334031
95.349,11.882,964.21375,10.02165,0.09459,6040.0,1.29,1.22,220.18557,0.67536266,0.079241946
1541.4755,16.511,1656.8374,3.6112706,0.0514,6450.0,1.39,1.87,1793.8264,5.6544435,0.055968876
731.009,14.46,2006.1076,2.21673,0.03711,6250.0,2.78,2.18,3846.078,3.4961184,0.062726337
1332.605,14.448,1484.5318,2.77596,0.0413,6158.0,1.22,1.24,1154.4669,6.3838985,0.063418574
448.1403,19.504,2010.651,2.4653,0.0406,6330.0,2.77,1.85,3881.0383,1.1780579,0.047791945
12.4,2.85,649.22656,7.3744897,0.0662,4491.0,0.71,0.68,42.216239,1.5266236,0.24485668
18.4,4.49,608.7207,40.87,0.2416,6203.0,1.13,1.19,32.724482,0.91269389,0.19718469
740.51,16.03,1516.5491,2.99433,0.0436,6440.0,1.27,1.37,1256.1081,2.8818003,0.057733305
378.85336,13.787,1305.4072,2.5495551,0.03727,5659.0,1.06,1.02,692.90776,1.9931115,0.066718279
137.30256,19.661,1402.7722,4.4379629,0.0553,5947.0,1.17,1.48,919.49577,0.35519548,0.048309902
14.3,2.73,448.76428,19.482,0.1249,4285.0,0.69,0.7,9.6444397,1.9187162,0.33869937
279.6904,18.383,1658.2133,3.37796,0.0478,6050.0,1.28,1.87,1871.8239,0.82764631,0.050751446
13.38,3.72,402.08154,124.64,0.4993547,5998.0,1.07,1.19,6.4410178,0.96687478,0.34167998
24.5,3.44,446.6039,3.4845641,0.0287,3207.0,0.26,0.29,10.969178,2.0703759,0.29440309
247.9074,20.961,1597.5192,3.73543,0.0515,6550.0,2.28,1.49,1546.6268,0.56424211,0.045125721
23.6,5.25,636.2528,1.977143,0.025,3514.0,0.42,0.42,38.915264,0.85623583,0.17395572
420.471,11.433,1202.2391,2.516729,0.0362,5403.0,1.0,0.93,496.1575,3.2167376,0.079097563
6.46,2.426,511.68855,10.8772,0.056,3770.2,0.56,0.53,16.278858,1.0976173,0.30893295
26.78,5.05,701.33105,3.49151,0.0391,3980.0,0.65,0.62,57.590804,1.0500931,0.16903063
19.28,3.56,737.90234,4.07445,0.04457,4350.0,0.71,0.7,70.558804,1.5212726,0.20625668
6992.26,12.0,167.84096,2500.0,4.2,6466.33,1.5,1.4,0.27972123,48.557361,0.28140221
100.43378,13.305,1180.7783,4.5334775,0.055,5871.0,1.08,1.18,461.60938,0.56734868,0.069597747
792.635,14.056,1171.7304,1.3371165,0.02153,4645.0,0.74,0.78,447.62253,4.0118968,0.06643838
327.35,16.7,1822.9531,1.5089557,0.02752,5950.0,0.95,1.11,2622.4254,1.1737603,0.055210389
6.63,2.759,757.56366,9.15059,0.0814,5320.0,0.86,0.85,78.469186,0.8709839,0.23538553
1.25,1.073,1055.276,4.209075,0.0503,5688.0,0.99,0.91,300.25856,1.0857018,0.29714636
6.9,1.73,854.68714,3.2253993,0.0382,4491.0,0.71,0.68,126.75356,2.3054562,0.27873821
88.989,14.235,1073.4494,4.055259,0.0486,5400.0,0.93,0.9,315.30253,0.43915859,0.066706361
404.263,12.745,1336.7712,1.7554137,0.02918,5475.0,1.08,0.96,758.27969,2.4887674,0.071319152
266.9772,12.666,1081.2594,3.03007,0.03925,5230.0,1.04,0.85,324.57919,1.6641605,0.073589565
152.55,13.45,1219.1317,3.4252602,0.0453,5540.0,1.06,1.05,524.57018,0.84327193,0.068671946
146.2,14.24,1259.8396,1.7497798,0.0272,5000.0,0.87,0.79,598.22174,0.72098693,0.065096042
167.17858,10.862,1264.304,3.312846,0.04491,5880.0,1.1,1.1,750.02074,1.4169712,0.081877583
82.6358,10.9,656.88736,18.157,0.13,5399.0,0.98,1.0,45.31744,0.695529,0.10344658
0.9,1.032,395.32564,2.753436,0.01992,2960.0,0.14,0.18,5.7999176,0.84505138,0.50074413
212.94503,16.701,1602.471,3.660028,0.051,5988.0,1.32,1.82,1566.9501,0.76345344,0.055478743
232.0159,13.339,1046.4766,3.2588321,0.04217,5358.0,0.94,0.86,285.72008,1.3039808,0.070862544
392.83788,13.115,934.50631,11.2366,0.1038,6295.0,1.18,1.28,211.42441,2.2838983,0.073191265
295.89973,12.117,1199.7967,2.152175,0.03144,5180.0,0.9,0.87,492.08628,2.015368,0.075282548
279.6904,19.851,1601.3888,5.0037775,0.06608,6460.0,1.54,2.08,1564.6006,0.70976206,0.047421996
123.9537,17.374,1515.2242,3.332609,0.048,5914.0,1.34,1.73,1251.8005,0.41063869,0.053702234
2949.4624,16.948,2334.7445,1.763588,0.03641,7650.0,1.72,1.74,7056.0026,10.268475,0.054224004
7.02,2.33,330.63032,12.252196,0.07673,3360.0,0.38,0.38,2.839652,1.2930796,0.55893576
104.88337,16.107,1395.7253,4.2337005,0.05503,6399.0,1.24,1.35,901.15807,0.4042754,0.057817199
174.8065,9.864,1320.631,4.305,0.05548,5900.0,1.19,1.17,722.31577,1.7966002,0.088907336
1232.493,13.0,93.084016,5574.2,5.957,5172.0,0.91,0.94,0.018057015,7.292858,0.08758419
340.06,14.235,1567.0544,2.484193,0.0375,6100.0,1.14,1.26,1431.9817,1.678188,0.064080469
282.8687,10.088,1063.6028,1.7690381,0.0261,4900.0,0.76,0.68,303.8918,2.7795516,0.089311137
12.6,2.55,379.96457,77.03,0.328,5372.0,0.81,0.84,4.9729235,1.9377163,0.43738613
4.0,1.85,469.22171,8.24661,0.0652,3709.0,0.54,0.54,11.542183,1.1687363,0.36934369
198.953,13.585,1260.4749,3.257215,0.0434,5680.0,1.03,1.1,600.60104,1.0780309,0.067822023
2.87,1.18,527.7144,5.35876,0.022,3340.0,0.26,0.27,18.929478,2.0611893,0.36118048
15.2,4.35,813.43545,21.05704,0.1536,6327.0,1.09,1.3,107.89228,0.80327652,0.17668646
143.0235,10.536,1140.8105,4.6171,0.05614,5600.0,0.71,0.96,402.21215,1.2884153,0.085281235
117.5971,11.545,1045.394,3.36101,0.04217,5450.0,0.55,0.73,284.1426,0.88228468,0.080058261
32.10083,7.062,1184.1881,5.44354,0.0641,6050.0,1.19,1.22,466.96458,0.64366639,0.11771372
8.9,2.93,492.96892,14.697,0.1035,4285.0,0.69,0.7,14.047515,1.036704,0.2953673
174.8065,15.468,1622.5892,3.840401,0.0538,6120.0,1.41,2.11,1646.0213,0.73061612,0.059407897
220.0,10.72,757.17928,8.5234965,0.0778,5280.0,0.85,0.77,78.402896,1.9144019,0.094991063
10.5,2.114,958.9374,6.744,0.068,5732.0,1.0,0.97,201.10476,2.349521,0.25559301
4.36,1.511,714.97141,6.76458,0.0653,4699.0,0.81,0.78,62.231456,1.9096666,0.3003019
1.84,1.2,476.92321,3.9306,0.036,3505.0,0.34,0.34,12.285561,1.2777778,0.39591069
479.9233,15.468,1591.2887,5.215357,0.0661,6260.0,1.41,2.21,1522.6395,2.0058734,0.059460104
212.9461,13.787,1352.9755,3.53269,0.047,6000.0,1.46,1.24,795.95985,1.1202892,0.066519172
168.4499,16.814,1479.76,4.637038,0.0611,6438.0,1.42,1.74,1535.8353,0.59583865,0.055155775
162.0933,16.029,1443.4549,3.58572,0.05057,6380.0,1.41,1.31,1030.8942,0.63088791,0.057920481
26.69772,4.36,799.46246,4.8878024,0.05254,4780.0,0.81,0.68,100.59881,1.4044335,0.17720674
10.9,3.06,1067.822,9.21165,0.0923,6302.0,1.19,1.51,308.74263,1.1640822,0.21114911
6.77,1.808,2005.9833,0.7895933,0.01673,5552.0,1.04,1.14,3847.7216,2.0710559,0.26455436
177.9848,11.209,1137.9957,4.31768,0.0524,5700.0,0.96,0.91,398.73572,1.4166063,0.080971684
140.16303,18.181,1543.8771,4.8854892,0.06067,5933.0,1.36,1.97,1349.1244,0.42403133,0.051482224
21.14,2.358,481.93553,24.3645,0.15224,5033.0,0.79,0.71,13.206806,3.8020461,0.32850598
2316.9807,15.805,1743.6546,3.19154,0.0476,6429.0,0.58,1.54,2343.4844,9.2754164,0.058078018
1074.9011,19.515,2065.8561,3.4741085,0.0542,8720.0,1.76,1.57,4325.1525,2.8224833,0.047739403
8.8,2.77,525.14717,3.6977104,0.0345,3514.0,0.39,0.4,20.922831,1.1468936,0.27671201
13.5,3.74,253.83252,284.0,0.812,5348.0,0.81,0.94,0.98646905,0.96514055,0.59122214
266.9772,12.06,618.93763,20.272615,0.143,5657.0,0.95,0.88,35.369284,1.8356064,0.10272244
178.30263,14.617,1537.362,5.6114118,0.0681,6110.0,1.34,2.01,1326.4955,0.83452866,0.0626477
9.71,3.083,631.86465,19.590025,0.1367,5660.0,0.87,0.88,37.948506,1.0215795,0.23835557
176.07694,18.058,1653.7841,2.6054475,0.04042,5872.0,1.3,1.67,1909.2551,0.53996198,0.05157118
84.857,9.247,987.93159,4.640382,0.0523,5330.0,0.89,0.92,226.97268,0.99239818,0.097152376
95.349,11.657,1018.9989,4.971252,0.059,5510.0,1.11,1.05,256.03302,0.70168558,0.079827062
88.03847,11.299,898.22436,4.0087832,0.04599,4962.0,0.81,0.77,155.14573,0.6895924,0.084641928
14.0,3.82,868.56603,2.849258,0.03486,4456.0,0.7,0.63,135.64752,0.95940353,0.1896792
403.945,14.247,1545.7552,1.5732918,0.02648,5400.0,1.0,1.06,1355.7014,1.9901022,0.064074378
113.14691,9.427,1271.001,4.537164,0.059,5889.0,1.44,1.41,620.18099,1.2731972,0.092601939
115.0,13.2,113.27302,1088.0,1.8201136,4425.0,0.68,0.67,0.041546246,0.66000918,0.10978777
874.0325,15.861,2244.4465,0.9689951,0.02044,6236.0,1.21,1.36,6026.1261,3.4742931,0.057616717
317.83,12.89,1472.6276,5.367753,0.0663,6400.0,1.35,1.6,1116.7937,1.9128858,0.070166578
323.23311,17.318,1951.9784,3.308958,0.05208,6272.0,1.72,2.59,3451.2136,1.0777558,0.053322149
500.0,13.5,217.62319,588.8,1.393,5552.0,1.04,1.14,0.56999143,2.7434842,0.36039861
851.7844,15.805,1425.3806,3.8559,0.0521,6250.0,1.82,1.55,980.22224,3.4098925,0.058706461
126.49634,11.209,903.99074,11.168454,0.10356,6154.0,1.19,1.16,166.94509,1.0068024,0.084704371
0.29013,0.705,608.64901,7.814,0.0679,4285.0,0.69,0.7,32.632011,0.58373321,0.32378328
228.8376,15.244,1728.348,2.13775,0.03443,5990.0,0.98,1.42,2118.9756,0.98475797,0.060045648
196.411,14.1,1703.4418,2.00839,0.0335,6040.0,1.24,1.35,1999.4493,0.9879332,0.064413602
213.255,14.28,1549.7301,3.056536,0.04438,5860.0,0.56,1.62,1369.6998,1.045786,0.063934844
1115.5833,12.33,764.31088,21.21663,0.16278,6040.0,1.41,1.55,126.34797,7.3379686,0.080415087
106.47305,10.054,794.34916,4.024867,0.0451,4444.0,0.74,0.7,94.546818,1.0533239,0.097378955
390.9309,9.976,786.1573,11.55098,0.1012,5625.0,1.04,0.96,90.706618,3.9281415,0.098437662
1102.82,16.432,1412.2784,1.7429935,0.02798,5625.0,0.96,0.91,944.81981,4.0843578,0.056740878
177.98,14.46,1682.0884,1.8555582,0.03101,5750.0,1.15,1.29,1901.0628,0.85120588,0.063009754
182.43442,11.19,1193.4368,3.951623,0.0499,5772.0,1.06,1.1,481.72469,1.4569566,0.080622058
2154.8874,20.961,2365.9543,2.7443245,0.04739,8450.0,1.89,1.86,7440.9191,4.904566,0.044590327
1271.3,13.0,169.32652,872.2,1.752,5295.0,0.94,0.95,0.23970729,7.5224852,0.25474462
209.13214,14.123,1484.0245,3.465509,0.04823,5599.0,1.25,1.75,1151.7692,1.0484962,0.064712603
371.528,13.204,1160.6164,2.797436,0.0379,5500.0,0.93,0.88,431.96971,2.1309856,0.070215588
473.547,17.127,2290.1031,0.925542,0.01985,6110.0,1.22,1.44,6643.8619,1.6143604,0.053716203
1652.716,11.209,879.42365,9.62468,0.0871,5300.0,0.95,1.11,165.68413,13.154202,0.084752996
206.5895,19.616,1748.9755,3.3023881,0.04735,6071.0,1.3,2.04,2327.0295,0.5368925,0.047721217
0.704,0.914,380.76101,9.977219,0.0677,3459.0,0.42,0.42,5.0124213,0.84271411,0.52704018
255.85315,16.376,1599.7794,2.1746742,0.0348,6280.0,1.19,1.34,1555.3979,0.95405873,0.056475416
406.8224,15.693,1619.7074,3.07634,0.04496,6200.0,1.27,1.57,1634.3588,1.6519348,0.058647597
4.72,1.664,828.05883,11.57797,0.0964,5664.0,0.87,1.06,111.64671,1.7046505,0.28343488
584.8072,16.926,2122.8141,2.20474,0.03676,6389.0,1.56,2.0,4822.2419,2.0412868,0.054357616
259.98494,11.31,1111.8374,2.7535953,0.03694,5131.0,0.89,0.89,363.48494,2.0324646,0.080621694
378.2177,11.31,1038.1062,1.540731,0.0234,4309.0,0.72,0.7,275.7835,2.9567638,0.081561732
15.6,4.32,1041.7343,10.423648,0.1013,6182.0,1.28,1.52,325.21881,0.83590535,0.17017264
11.24,2.916,619.73964,27.59221,0.1721,5664.0,0.87,1.06,35.029849,1.3218777,0.24785241
711.9392,15.491,1669.6819,1.3666544,0.02498,6010.0,1.11,1.05,1933.6169,2.9667708,0.059232949
191.33366,18.921,1737.6552,4.324799,0.06043,6536.0,1.57,2.2,2165.5749,0.53444523,0.049357876
8.82,2.562,394.37125,107.245,0.425,5664.0,0.87,1.06,5.744102,1.3437248,0.41385496
133.4886,11.299,587.64508,52.97818,0.3,6394.0,1.32,1.32,30.094439,1.0455966,0.11210627
215.80657,15.681,1259.7085,4.1662739,0.0525,5948.0,1.11,1.21,597.97275,0.8776415,0.059809999
394.1092,13.675,1257.6959,3.1186,0.0415,5700.0,1.78,1.14,594.16054,2.1074724,0.067451909
1398.452,23.203,1214.8451,3.7650007,0.0815,6720.0,1.47,1.93,517.23128,2.5975223,0.04243644
756.4354,16.589,1546.0936,1.6753728,0.023,5600.0,1.02,0.93,1356.889,2.7487259,0.055920851
27.2,5.65,1350.005,5.113981,0.064347049,6502.0,1.36,1.49,788.7561,0.85206359,0.13863787
0.818,0.953,270.67786,27.80978,0.134,3459.0,0.42,0.42,1.2780493,0.90067374,0.91203186
13.9,4.57,557.79894,3.3366496,0.0355,3600.0,0.54,0.55,22.993552,0.66555262,0.20910414
2.25,1.303,737.82695,0.46292913,0.00622,3036.0,0.15,0.19,70.375133,1.3252374,0.30643918
2.8,2.995,495.37036,38.353037,0.2132,5348.0,0.81,0.94,14.309827,0.31215075,0.29106771
4.6,1.31,1010.2176,7.1262,0.0711,5827.0,0.96,0.89,247.32089,2.6804965,0.29219846
616.5902,17.486,1797.8069,2.70339,0.04123,6304.0,1.96,1.7,2480.6948,2.016581,0.052974685
435.41,18.49,822.66728,7.7943013,0.0769,5493.0,1.0,1.05,110.01645,1.2735752,0.059364434
59.75174,9.528,951.85136,11.633478,0.1034,5445.0,1.09,1.64,207.72527,0.6581836,0.09526881
7.27,2.6,325.06199,16.051137,0.0929,3459.0,0.42,0.42,2.6605718,1.0754438,0.55093562
210.395,13.63,1247.9492,3.3326414,0.0444,5693.0,1.03,1.08,595.70031,1.1325143,0.067641376
136.66,12.89,1021.3928,7.8914483,0.082,5972.0,1.15,1.24,258.44748,0.82249938,0.073339947
276.5121,12.33,1222.8572,2.423804,0.03453,5420.0,0.94,0.91,532.86017,1.8188127,0.073998485
204.68252,11.769,1308.1034,2.8389186,0.03769,5600.0,0.89,0.93,697.11581,1.4777523,0.076541144
299.07803,16.029,1319.8564,2.1061607,0.03166,5380.0,0.96,0.98,726.98571,1.16405,0.058349007
568.9157,13.384,1332.5883,1.4822469,0.02459,5171.0,0.9,0.87,749.33922,3.1759676,0.068355641
6.9,2.0,1183.5754,3.504725,0.0447,5345.0,0.97,1.11,465.99897,1.725,0.2575163
4.3,1.014,611.79398,7.9752,0.0707,4500.0,0.74,0.68,33.764438,4.182082,0.333555
331.801,14.348,1303.9646,4.641878,0.0575,5743.0,1.18,1.53,686.53757,1.6117399,0.064438406
305.1168,14.908,1396.9335,4.9546416,0.0617,6400.0,1.28,1.43,905.06723,1.3728635,0.061930023
77.23269,8.967,871.00222,3.1316666,0.03769,4546.0,0.73,0.72,139.41922,0.96052091,0.10259886
5.39,2.91,732.14844,10.778831,0.0884,5372.0,0.81,0.84,68.279603,0.63650642,0.23132588
